person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Malvina Nistor,malvinanistor,malvinanistor@post.ro,6261217336950,1980-10-17,"Drumul Voinea Nr. 748, Jibou, 430715",0244 329 652,08:13:6c:71:ba:ed,219.211.213.243,RO82QYTP9384291704973159,2025-04-08 17:27:35,12676,234,78,1529189,27adbf2f-a275-4e06-8b39-2878b4b483c1
Crina Manole,crinamanole,crinamanole@email.ro,6081004445312,1969-10-31,"Strada Tudorița Stoica Nr. 796, Vladimirescu, 642826",0240 472 916,b8:7c:59:84:31:f5,103.65.160.168,RO25GIGH2300614834637285,2025-04-08 17:27:35,28528,864,726,1096687,fd14685b-018d-434c-9e9a-108b7a11e756
Ioana Pușcașu,ioanapușcașu,ioanapușcașu@141.ro,3860317188842,1964-06-11,"Intrarea Georgescu Nr. 790 Bl. 41  Sc. 91 Ap. 186, Curtici, 724206",0754 249 116,5a:57:ea:b9:0e:4b,51.163.152.121,RO94SXMP9676206402975077,2025-04-08 17:27:35,34614,508,15,246913,5a2ef508-aaf2-4ea1-ac4e-41802a39891b
Roxana Popa,roxanapopa,roxanapopa@kappa.ro,4790127019601,1989-09-03,"Aleea Dima Nr. 58, Tulcea, 224355",0755 901 860,de:65:b6:85:b1:9a,210.75.184.1,RO06HAHE9052027250609270,2025-04-08 17:27:35,4185,34,660,1485310,14768a6c-29ca-4d42-9436-db81eb4a2b2c
Speranța Ionescu,speranțaionescu,speranțaionescu@acasa.ro,6460420142623,1987-03-09,"Aleea Iolanda Ardelean Nr. 59, Hateg, 383613",0738 942 423,d2:2c:f1:34:a7:95,117.252.68.14,RO07VAYI9392568789912408,2025-04-08 17:27:35,9473,63,80,1794668,7a0b99c1-187c-4d29-815e-e188f5a6d10b
Vasilica Diaconescu,vasilicadiaconescu,vasilicadiaconescu@email.ro,6471021434700,1946-10-15,"Drumul Cristea Nr. 98 Bl. 73  Sc. 77 Ap. 770, Dragu-Brad, 783583",0258 837 335,0a:ff:88:3e:12:f0,70.67.10.74,RO69YPWI7107103086890464,2025-04-08 17:27:35,15440,719,770,1320994,d02b80cd-ca04-45ae-b40d-366b16827d92
Nechifor Ionescu,nechiforionescu,nechiforionescu@141.ro,7320430386854,1938-08-04,"Strada Voinea, Valea Mare (Negresti), 420240",0746 164 664,a4:0d:c5:aa:b5:3e,57.203.168.75,RO89YZOJ6506635451870015,2025-04-08 17:27:35,14301,272,30,236576,6ad6f657-e538-4c41-8699-4e86bc702e88
Sabrina Toma,sabrinatoma,sabrinatoma@post.ro,2270211047896,1936-04-11,"Soseaua Ene Nr. 56, Peretu, 437054",0762 588 516,22:33:99:d1:68:ce,28.39.157.101,RO15PTIF7045371181179713,2025-04-08 17:27:35,5515,613,159,843507,27b81b8f-493c-4edf-a986-6acb936d050f
Adelin Nistor,adelinnistor,adelinnistor@141.ro,4670920199291,1928-04-25,"Intrarea Nistor Nr. 277, Raducaneni, 589383",0727 689 667,86:08:f3:be:ef:e6,1.38.8.89,RO90KAKJ1513390659813716,2025-04-08 17:27:35,1377,35,497,927166,e5cd53de-a97a-462a-b687-ca504461cd4c
Florin Dumitrescu,florindumitrescu,florindumitrescu@email.ro,1470131457111,2008-11-26,"Soseaua Albu, Bacau, 460228",0237 132 213,e8:80:be:e4:c7:2d,210.33.37.147,RO47HLGT5998318087712191,2025-04-08 17:27:35,34685,396,183,1462912,f31c53b3-1ca0-4a80-8973-4e6225b83073
Petruța Marin,petruțamarin,petruțamarin@post.ro,7250512035760,1984-03-19,"Soseaua Dima Nr. 639 Bl. 25  Sc. 72 Ap. 191, Bacau, 381838",0252 950 457,fa:7c:06:8d:04:a3,110.206.229.198,RO77QRQW2751915348894581,2025-04-08 17:27:35,5616,310,770,983190,1b835565-76f4-4c9b-adff-741c06b4e2da
Andra Suciu,andrasuciu,andrasuciu@acasa.ro,7111026293778,1962-03-14,"Bulevardul Anda Mazilescu Nr. 153, Sadova, 642763",0257 442 844,92:ee:bd:24:66:91,17.177.99.65,RO54QGGO4541317697897745,2025-04-08 17:27:35,15429,72,20,627173,fa267297-1dd9-4621-80aa-93706165d323
Sebastian Stoica,sebastianstoica,sebastianstoica@acasa.ro,6751205526832,1942-10-26,"Intrarea Suciu Nr. 54 Bl. 87  Sc. 67 Ap. 803, Ramnicu Valcea, 554378",0760 734 370,f4:29:df:ad:8c:5e,126.180.130.54,RO48LWDI7041622751754510,2025-04-08 17:27:35,7108,483,691,1973863,a92763d6-d2bf-4c70-8e0c-11c8cdafb1aa
Georgian Ioniță,georgianioniță,georgianioniță@gmail.com,6060128374498,1998-02-24,"Bulevardul Diaconu Nr. 68, Sancraiu de Mures, 631281",0742 996 754,72:3e:12:6c:2b:3a,92.49.10.205,RO09QQCK9694795065603955,2025-04-08 17:27:35,10269,334,732,999344,4b279f48-1899-495d-8e48-7ae74aa8d787
Bănel Albu,bănelalbu,bănelalbu@post.ro,2160420449527,2008-12-23,"Intrarea Eftimie, Ianca, 788612",0249 335 645,6e:b2:14:7c:55:33,203.205.10.92,RO64UERV9993388718880674,2025-04-08 17:27:35,15781,817,167,400205,f0a4778c-f780-4c07-b894-223e800caebe
Ladislau Ionescu,ladislauionescu,ladislauionescu@post.ro,7970126189075,1909-05-23,"Aleea Tudora Tabacu, Fagaras, 695974",0244 681 348,fc:85:43:0f:6c:0b,113.226.165.76,RO34QIVW2156854598664464,2025-04-08 17:27:35,33429,937,333,503036,438f960b-abfa-48ba-94aa-446454e18d1d
Draga Dima,dragadima,dragadima@acasa.ro,5930708134192,1945-05-12,"Drumul Voinea Nr. 98 Bl. 48  Sc. 22 Ap. 451, Mogosoaia, 692781",0740 942 381,e6:39:0c:db:1e:87,40.73.76.186,RO58VUGO5383908511269285,2025-04-08 17:27:35,19029,808,295,1001119,781fbe26-c5a4-4fda-b986-73a723b18425
Daciana Nistor,daciananistor,daciananistor@post.ro,7980314392794,1920-08-30,"Intrarea Pop, Zimnicea, 310702",0267 844 741,ea:83:6b:2c:c9:5e,30.175.24.86,RO66LNOZ5201868265134872,2025-04-08 17:27:35,16646,54,227,1565816,61dbb0fb-28e3-4421-b4d3-360c557e7430
Otilia Oprea,otiliaoprea,otiliaoprea@kappa.ro,6310423522505,2013-06-17,"Strada Mazilescu, Tuzla, 395005",0233 486 347,ba:31:33:da:6e:98,142.47.76.227,RO45ZNZB2628294757574871,2025-04-08 17:27:35,766,738,170,1582909,f69a687a-6881-4acb-814a-40ce98b49ff1
Augustin Niță,augustinniță,augustinniță@zzup.ro,5280607427186,2005-01-06,"Strada Alberta Nistor, Adjud, 924770",0237 360 427,92:53:1b:a2:cc:0a,220.197.102.31,RO39ZXEE6487645920660266,2025-04-08 17:27:35,12405,722,138,292474,858f6fc1-a5e7-4668-a894-508686ff4fda
Laurian Barbu,laurianbarbu,laurianbarbu@email.ro,7380420399519,1950-02-05,"Soseaua Nistor, Calan, 607185",0750 607 168,36:5f:49:ff:2c:87,207.230.64.30,RO65TLSH4880544737642969,2025-04-08 17:27:35,23026,326,230,174397,0fb8c070-6652-4833-b025-1c6610bd0836
Florica Barbu,floricabarbu,floricabarbu@141.ro,8730425114897,1989-02-27,"Soseaua Voinea, Gheorgheni, 427280",0750 691 278,ae:a5:6e:72:7b:79,119.141.134.221,RO46IMIG3915396239752418,2025-04-08 17:27:35,33127,815,498,788576,41b7e813-e652-44d9-a9ec-c53719065e1c
Tania Stan,taniastan,taniastan@zzup.ro,1150116512199,1920-05-08,"Drumul Albu, Bacau, 154853",0257 422 391,ca:93:88:c2:58:e4,180.87.33.137,RO97ZSTX1256646838562874,2025-04-08 17:27:35,31424,584,639,152539,04a71f05-b19a-4ef0-84c8-7e36d06983c4
Dorian Diaconu,doriandiaconu,doriandiaconu@141.ro,4520509254175,1935-04-22,"Intrarea Preda, Baia, 968944",0762 101 390,36:52:9b:01:53:e5,85.198.7.238,RO77OSTG1349568651889169,2025-04-08 17:27:35,25115,6,389,868521,7f94c2f6-738e-4d8c-b781-e450a93a8249
Camil Suciu,camilsuciu,camilsuciu@post.ro,1400506054292,2005-01-22,"Intrarea Dochioiu Nr. 876, Medias, 216725",0758 901 336,60:57:b8:53:66:9d,188.32.67.100,RO60WGTD1412847957614717,2025-04-08 17:27:35,793,362,539,265484,895763b4-4f48-4afa-b088-a019be4a598f
Iasmina Ionescu,iasminaionescu,iasminaionescu@acasa.ro,1590230304213,1979-05-15,"Intrarea Ababei Nr. 418, Techirghiol, 917798",0765 458 872,98:22:a4:87:6b:64,112.50.206.247,RO57PMRQ2733284213380353,2025-04-08 17:27:35,12586,83,241,676962,b2e1254d-b7c3-4b4a-adab-8565e29f5a70
Decebal Niță,decebalniță,decebalniță@email.ro,7611014231982,1942-05-24,"Strada Mocanu Nr. 17 Bl. 64  Sc. 73 Ap. 739, Mihail Kogalniceanu, 180597",0231 686 595,94:ef:60:c7:63:1d,119.159.2.30,RO64SFJM7725390477075410,2025-04-08 17:27:35,31666,996,33,472735,410cbed8-aa69-4824-bf9d-6c9cbd76f034
Paul Dobre,pauldobre,pauldobre@email.ro,7220711239492,2021-11-29,"Drumul Dochioiu Nr. 45 Bl. 68  Sc. 28 Ap. 301, Bacau, 986748",0235 195 357,80:cb:09:bb:34:fb,138.28.206.12,RO56JZCD0623270140722557,2025-04-08 17:27:35,24712,569,86,1277073,de4bd570-2e67-4e5c-9c22-39945c712806
Basarab Ene,basarabene,basarabene@kappa.ro,7140528021106,1932-01-20,"Drumul Paula Oprea, Piatra-Neamt, 874383",0753 315 727,a8:95:ab:c3:f3:47,101.67.40.74,RO22YTMC0741719609601178,2025-04-08 17:27:35,27520,177,397,289807,5878852d-9baa-42bb-9286-d880b0ca65a6
Lascăr Tomescu,lascărtomescu,lascărtomescu@gmail.com,2821002445530,2023-12-13,"Strada Panait Dima Nr. 42 Bl. 84  Sc. 78 Ap. 427, Resita, 895016",0234 506 901,d2:aa:96:72:0c:d3,205.125.131.133,RO13FWOH2596430542375948,2025-04-08 17:27:35,30169,797,270,1145408,9b732bb4-da01-435b-a19e-c445db3c27dc
Gabriel Popescu,gabrielpopescu,gabrielpopescu@post.ro,3610830127464,1923-04-06,"Drumul Cezar Ardelean, Paunesti, 865238",0249 383 032,54:be:08:6f:fb:c4,65.227.103.157,RO03KWDY6354678040733634,2025-04-08 17:27:35,20078,82,797,1335463,f4946430-373d-4ae1-8ab1-520f181a05f6
Stelian Popescu,stelianpopescu,stelianpopescu@post.ro,3981001090999,1918-01-10,"Soseaua Iuliu Manole, Macin, 372174",0749 536 493,2c:6c:eb:4d:8b:71,186.210.240.210,RO79BAPH3859836569384442,2025-04-08 17:27:35,9841,767,640,467621,4b6bcd5b-b7bf-49a4-a649-dd54e9e5e838
Codrin Tabacu,codrintabacu,codrintabacu@kappa.ro,2030508150675,1983-05-04,"Strada Anuța Stancu Nr. 21, Vlahita, 427969",0254 889 776,20:6b:02:62:dd:35,29.88.149.199,RO89AWKQ8860074831173274,2025-04-08 17:27:35,11491,449,252,480357,e1059cdc-6a3f-49ae-93c9-4662fc281095
Tudora Popescu,tudorapopescu,tudorapopescu@kappa.ro,5450927197714,1979-07-25,"Drumul Voinea Nr. 26, Dabuleni, 731654",0786 257 707,76:81:17:7f:66:46,144.76.130.187,RO96HDDC8945788666451801,2025-04-08 17:27:35,3669,627,410,1199503,6ac4139f-b688-468b-848f-11dc32c06f3e
Valter Popescu,valterpopescu,valterpopescu@zzup.ro,8440116042351,1988-10-03,"Soseaua Tomescu Nr. 16 Bl. 16  Sc. 39 Ap. 249, Adjud, 332165",0771 695 835,d4:25:f4:0d:0e:07,11.197.202.149,RO37ZBKH3684930543892037,2025-04-08 17:27:35,27642,373,55,1505680,2b9e1926-fc77-490f-9e56-8aace8dc962d
Evanghelina Albu,evanghelinaalbu,evanghelinaalbu@gmail.com,5570427306331,1910-02-26,"Aleea Filofteia Tabacu, Valenii de Munte, 476077",0732 311 461,c6:51:5f:5e:cc:af,218.220.250.227,RO35XPFV0626333091627649,2025-04-08 17:27:35,30089,862,257,859358,d4346dab-ad6c-4432-9473-b24049487c6f
Angela Barbu,angelabarbu,angelabarbu@acasa.ro,8850422164636,2000-08-23,"Strada Mocanu Nr. 58 Bl. 42  Sc. 12 Ap. 895, Calan, 388145",0723 562 497,10:20:f0:74:84:b8,215.0.69.60,RO81BQLW1239514295616303,2025-04-08 17:27:35,14540,537,276,461362,01bda9cd-cd08-45ef-8db2-e83f304ddd1d
Miruna Tomescu,mirunatomescu,mirunatomescu@141.ro,1751121313125,2004-11-26,"Strada Suciu Nr. 91 Bl. 84  Sc. 29 Ap. 634, Focsani, 178640",0711 223 600,e0:f9:1d:cf:8c:b4,148.137.69.206,RO87OISX6430685486816862,2025-04-08 17:27:35,11347,966,205,187950,63be882e-780c-4992-b742-a299cbed1b6f
Olimpian Nistor,olimpiannistor,olimpiannistor@acasa.ro,1590318229006,1924-10-07,"Soseaua Agripina Nemeș, Rasnov Romacril, 471454",0259 882 015,7a:9d:7b:d3:af:39,65.173.35.252,RO62WEXW7160505623536853,2025-04-08 17:27:35,15599,765,541,1327139,44dc7b9e-3dd3-459d-8cf2-1d80cfe5815c
Luca Manole,lucamanole,lucamanole@kappa.ro,1181126433554,1927-01-17,"Bulevardul Filofteia Ioniță, Remetea, 121066",0744 628 414,d0:85:73:cd:c8:63,64.61.125.236,RO83USIL0790574716719631,2025-04-08 17:27:35,20552,214,779,1630928,4972814f-0ebd-44b7-acd4-2b60bc94b2fb
Costin Stoica,costinstoica,costinstoica@141.ro,8210330265806,1974-10-25,"Drumul Dochioiu Nr. 759 Bl. 90  Sc. 76 Ap. 775, Urziceni, 241403",0737 239 109,34:c2:96:dd:55:a3,24.187.11.40,RO73HDGA9117519711939701,2025-04-08 17:27:35,349,930,45,1988253,af2d2519-c352-4a3c-a74e-44442c1fd40d
Iustinian Dima,iustiniandima,iustiniandima@post.ro,3471117365207,1948-03-21,"Drumul Ababei, Podu Iloaiei, 641553",0250 205 820,4e:b6:1a:87:f1:89,97.87.53.61,RO62ZMZA5099158768111515,2025-04-08 17:27:35,765,745,233,826831,64ddefd7-ce99-4f09-9c62-f3cce26ca13c
Miron Nemeș,mironnemeș,mironnemeș@zzup.ro,6920905066129,2019-06-13,"Intrarea Eftimie Nr. 76 Bl. 55  Sc. 58 Ap. 951, Pucioasa, 476363",0265 132 311,c0:03:a9:5d:cf:8b,112.107.186.216,RO38UEWL8609043173485463,2025-04-08 17:27:35,23855,608,447,169603,f6b0f9be-a78a-4ddf-8ae5-57da79fa5fdd
Valentina Diaconescu,valentinadiaconescu,valentinadiaconescu@kappa.ro,7630210028462,1916-01-05,"Drumul Barbu, Fetesti, 141416",0237 552 153,a0:c4:4f:1a:fd:17,103.208.166.50,RO49JWJG5711456944622700,2025-04-08 17:27:35,11236,373,174,622059,07d50c17-793c-4593-92b6-7bf71fb3387a
Eliana Preda,elianapreda,elianapreda@kappa.ro,7550203228042,1958-09-15,"Strada Savina Dobre Nr. 788 Bl. 50  Sc. 33 Ap. 333, Slatina, 525777",0252 613 985,f6:19:25:35:04:be,8.209.91.176,RO15GLWJ8664119441292462,2025-04-08 17:27:35,17933,179,243,1628168,e6399a9f-4546-4608-8b1e-0916ea2dd370
Safta Albu,saftaalbu,saftaalbu@zzup.ro,5730516052156,1965-10-17,"Drumul Pușcașu Nr. 65, Urlati, 683163",0245 528 416,06:dd:92:12:7e:11,4.90.158.86,RO26IQXS0055689248735419,2025-04-08 17:27:35,30967,776,491,1102354,b0ab1718-d4fe-4613-a573-ad03d2e40d25
Anabela Barbu,anabelabarbu,anabelabarbu@141.ro,5370121378790,1910-09-02,"Drumul Ozana Stan Nr. 995 Bl. 73  Sc. 28 Ap. 696, Gugesti, 649303",0726 922 353,a8:70:22:99:a3:f0,61.106.70.61,RO61CFPE6676918326262423,2025-04-08 17:27:35,12699,991,717,1580265,b0605745-f7b7-4b59-bc11-0c719c24af34
Dumitrana Oprea,dumitranaoprea,dumitranaoprea@gmail.com,1880931128434,1976-09-17,"Bulevardul Dochioiu Nr. 57, Homocea, 228568",0721 192 899,40:a1:d0:3a:01:eb,95.248.163.134,RO56DUQH4581910334474855,2025-04-08 17:27:35,18891,775,112,458186,68def5f9-9b79-4c83-a74f-4bc524651e4e
Rozalia Pușcașu,rozaliapușcașu,rozaliapușcașu@gmail.com,5350717430511,2000-06-07,"Intrarea Cristea, Intorsura Buzaului, 687845",0741 053 985,f4:60:9c:2d:da:57,56.12.176.62,RO26PBBK9382718685919743,2025-04-08 17:27:35,31569,242,78,1753988,381654a4-59f2-4f06-9f13-b4d0b506e55a
Ancuța Tudor,ancuțatudor,ancuțatudor@141.ro,5040524464407,1962-05-05,"Drumul Vlădelina Nistor Nr. 217, Avrig, 781347",0268 043 783,cc:13:16:51:fd:e9,80.29.199.46,RO65WIIA5557954980108384,2025-04-08 17:27:35,25987,76,346,835114,db019063-286b-4daf-a51c-b01327de74f4
Martin Diaconu,martindiaconu,martindiaconu@141.ro,7511217077325,1930-02-28,"Drumul Pop Nr. 171, Galati, 767885",0727 868 323,aa:87:0f:90:87:eb,132.67.91.37,RO89PRLU7312745839781943,2025-04-08 17:27:35,31850,935,118,1189864,62ef6d6d-c776-49d0-9c89-a8076f0e436e
Eremia Dumitrescu,eremiadumitrescu,eremiadumitrescu@141.ro,7250324157611,1967-02-26,"Drumul Toma Nr. 100 Bl. 34  Sc. 19 Ap. 635, Greci, 914921",021 472 4808,5e:e5:d4:76:24:34,31.46.51.218,RO68XTVK2562088738382924,2025-04-08 17:27:35,34467,708,633,557328,e8ae3c8d-c248-4ccd-97e5-0f28566bb79a
Florentin Manole,florentinmanole,florentinmanole@141.ro,6301213457747,1949-11-30,"Bulevardul Dumitrescu, Calan, 941779",0263 857 102,9c:07:32:9d:3a:68,148.44.126.119,RO30DMHG6688045646447114,2025-04-08 17:27:35,25987,45,718,1505589,d42363d6-49a1-402e-8ae8-1a396cca2472
Stelian Niță,stelianniță,stelianniță@zzup.ro,4680722142246,1964-04-18,"Aleea Niță Nr. 65, Oradea, 764611",0749 788 970,1a:07:b0:56:13:bd,11.3.62.199,RO35CDQV8764889729931262,2025-04-08 17:27:35,29572,430,621,1971128,06677276-fcd0-4732-a5ac-d4545c58adb8
Barbu Suciu,barbusuciu,barbusuciu@email.ro,8820409195465,1966-05-07,"Soseaua Sergiu Oprea Nr. 26 Bl. 88  Sc. 32 Ap. 408, Dorohoi, 287375",0251 689 965,ca:99:ed:89:14:5c,107.183.240.47,RO70JAPX4819366039121941,2025-04-08 17:27:35,22567,330,344,173217,7dfa10c8-175e-45e5-9cfc-182932e598fe
Anghel Barbu,anghelbarbu,anghelbarbu@kappa.ro,2771122418201,1920-11-11,"Strada Tabacu, Seini, 148232",0726 425 151,f2:94:7c:92:f9:8e,161.91.103.94,RO87CQCX3728524738349887,2025-04-08 17:27:35,3316,161,96,1757095,8ccd8203-e039-4dd4-9455-4fb04562e4fb
Elodia Tudor,elodiatudor,elodiatudor@email.ro,2850222469614,1910-01-15,"Bulevardul Aanei Nr. 43 Bl. 29  Sc. 34 Ap. 280, Rasnov, 716866",0248 192 488,9a:c9:f0:71:03:6a,3.161.50.165,RO93VMND4215029470077973,2025-04-08 17:27:35,5779,407,711,1022461,c68bbc31-5081-4bb7-a8c9-760155ffa929
Ligia Mazilescu,ligiamazilescu,ligiamazilescu@post.ro,5990927525026,1933-01-14,"Strada Gheorghiță Ardelean, Balotesti, 500003",0751 693 779,2e:7f:25:87:5e:34,223.246.248.157,RO26XVDJ0679896007646892,2025-04-08 17:27:35,15832,584,10,22577,798bd9df-0f9e-443d-87d6-7c978a1b4e4b
Mugurel Mazilescu,mugurelmazilescu,mugurelmazilescu@gmail.com,1550808113265,1977-08-17,"Drumul Tudosia Dumitrescu, Poienile de sub Munte, 625565",0730 601 415,42:08:de:58:ac:44,166.115.231.241,RO65ATXD8517710342999722,2025-04-08 17:27:35,32403,236,579,1589251,d9276c19-ae9d-4423-8995-dc3bfb123c22
Anton Nemeș,antonnemeș,antonnemeș@141.ro,5730828187508,2008-11-15,"Intrarea Albu Nr. 40 Bl. 84  Sc. 84 Ap. 673, Curtea de Arges, 466093",0753 012 322,92:c3:ca:ff:f7:7f,58.91.119.146,RO06HLOV0293472703004020,2025-04-08 17:27:35,17265,495,123,1842339,af245440-0a6c-4fbb-97b2-289a737abbf9
Marius Niță,mariusniță,mariusniță@gmail.com,5311013083531,1944-02-19,"Bulevardul Dima, Pogoanele, 626701",0247 406 797,fa:ee:2b:9f:90:ad,113.34.21.47,RO98POUU3709978186310391,2025-04-08 17:27:35,17819,594,143,1938585,ea8b7001-3f1d-4a57-986f-6b9dae37f6c5
Xenia Dobre,xeniadobre,xeniadobre@post.ro,6940324070574,2001-05-27,"Drumul Niță Nr. 623 Bl. 84  Sc. 83 Ap. 173, Mioveni, 758242",0267 549 233,6c:09:83:98:56:49,21.195.57.23,RO25OSOR8198680037367740,2025-04-08 17:27:35,32504,990,644,208510,ecc7524f-c1bb-41d7-9238-bad0e4f7cb12
Decebal Toma,decebaltoma,decebaltoma@gmail.com,3570124049137,1950-06-07,"Soseaua Pop Nr. 408, Modelu, 909790",0242 809 706,66:8d:7c:3f:b0:0c,86.45.225.35,RO80FEMO5349422257045909,2025-04-08 17:27:35,16635,796,421,42895,aad71690-1dbf-4e5c-abb8-f838b701850d
Narcis Popa,narcispopa,narcispopa@zzup.ro,1860601134094,1939-11-21,"Strada Severina Tudor, Prejmer, 738113",0758 298 797,e8:9b:9d:5f:b9:f1,142.58.155.93,RO32PXMM9088153473981586,2025-04-08 17:27:35,18724,717,472,1796027,8b5d6e1c-3943-4f12-a374-953a4d4c7cbe
Eduard Stănescu,eduardstănescu,eduardstănescu@zzup.ro,3190729191308,1996-11-20,"Bulevardul Ștefana Ababei Nr. 147 Bl. 15  Sc. 88 Ap. 239, Oltenita, 516425",0739 156 971,5c:3a:88:c9:52:ae,39.178.207.218,RO90OBZE4781504791003903,2025-04-08 17:27:35,13774,568,783,1971925,8837b716-cd35-42c7-aa44-f016197905b2
Claudiu Popescu,claudiupopescu,claudiupopescu@gmail.com,3340122214634,2008-10-29,"Soseaua Stancu, Murfatlar, 706255",0260 963 128,d2:40:33:46:a7:21,41.146.70.139,RO92UCNX2280227549057527,2025-04-08 17:27:35,9184,584,109,1788164,742fbc18-9a56-47db-b5b0-0a7d40ce213b
Raluca Tabacu,ralucatabacu,ralucatabacu@zzup.ro,2140824529331,2004-07-25,"Soseaua Tomescu Nr. 985, Ovidiu, 453464",0722 528 994,04:cb:c2:89:b5:a3,212.16.28.109,RO42DAUF4362212171004325,2025-04-08 17:27:35,23935,506,225,1446947,e767c7c3-75fb-4b2e-a5ba-ec0efdd4f680
Marinela Pușcașu,marinelapușcașu,marinelapușcașu@141.ro,6820517099767,1995-02-27,"Drumul Ionescu Nr. 779 Bl. 95  Sc. 83 Ap. 742, Bistrita, 952932",0239 737 915,98:88:91:8f:98:e1,170.6.204.160,RO32AQLW8201323622881173,2025-04-08 17:27:35,14093,800,410,874816,6e09e3ef-2918-45f8-87b2-3e652d571b45
Letiția Diaconu,letițiadiaconu,letițiadiaconu@post.ro,5761113257093,1916-09-08,"Intrarea Popa Nr. 33 Bl. 11  Sc. 58 Ap. 618, Oltenita, 613567",0262 656 167,f8:15:77:32:0c:f0,179.98.245.211,RO81SWGW6502873638335342,2025-04-08 17:27:35,16217,281,33,1634083,1d458653-c63a-4796-bd0d-c2cf8ddb2eb3
Maia Stănescu,maiastănescu,maiastănescu@zzup.ro,1241209176517,1934-07-01,"Bulevardul Popescu, Raducaneni, 664328",0729 891 712,16:18:d7:40:16:90,206.122.15.113,RO76QEVN2487971330519637,2025-04-08 17:27:35,32105,662,333,854955,1b75857e-25e6-4508-89e4-a7b0acb9eaee
Ozana Marin,ozanamarin,ozanamarin@email.ro,8290212177931,1976-09-04,"Intrarea Popescu Nr. 39, Adjud, 200195",0739 144 430,02:03:6d:e6:01:82,6.176.36.87,RO79WHBL3904700261767574,2025-04-08 17:27:35,31597,767,268,431511,9412cf08-d478-409a-bc94-8a61bf7a8184
Nicodim Nistor,nicodimnistor,nicodimnistor@kappa.ro,4060325079923,1954-12-26,"Intrarea Stănescu Nr. 22, Dobroesti, 750451",0755 832 758,1c:b7:35:76:86:88,33.34.202.217,RO67YRTJ3200443284304158,2025-04-08 17:27:35,34660,868,726,435318,60f08eb8-e70d-45a1-985b-2121e67cc187
Elisabeta Stoica,elisabetastoica,elisabetastoica@email.ro,3640907430324,1994-03-15,"Aleea Mazilescu, Timisoara, 467293",0753 919 217,16:07:98:be:5b:53,221.87.91.73,RO17DAZA7658400193252961,2025-04-08 17:27:35,24621,880,649,299577,569710c7-2f75-4454-8c74-df2cdec84aa4
Cristobal Tabacu,cristobaltabacu,cristobaltabacu@gmail.com,2060621308330,1924-08-07,"Bulevardul Mazilescu Nr. 72, Tomesti, 775901",0762 765 914,d0:70:61:60:7d:7f,198.50.203.79,RO25VEDA8957660310149730,2025-04-08 17:27:35,33599,257,477,1390664,e1d470ec-5c9d-482c-8ace-d79400695af7
Corneliu Gheorghiu,corneliugheorghiu,corneliugheorghiu@acasa.ro,7690825259158,1961-09-16,"Aleea Rafael Suciu Nr. 13 Bl. 29  Sc. 25 Ap. 525, Beclean, 340660",0254 189 859,6a:ed:6d:67:cf:b7,26.121.130.193,RO32NEOT5827566329850806,2025-04-08 17:27:35,3211,325,537,1668760,3d3dcc41-01b3-44d1-803f-6c33549381d0
Natalia Niță,natalianiță,natalianiță@acasa.ro,4801021396281,1930-07-12,"Aleea Popa Nr. 445, Sangeorz-Bai, 540761",0770 479 114,20:ca:cf:88:ec:c9,21.37.134.118,RO69NFYP0281304451435200,2025-04-08 17:27:35,27990,864,172,307977,09ad7da4-21ef-449c-9e7f-fb0aa73ed7f7
Clementina Popa,clementinapopa,clementinapopa@post.ro,2920228222996,1944-09-15,"Intrarea Barbu, Calan, 113818",0231 941 047,00:01:fe:18:76:2d,89.22.60.112,RO06PRHF7116773191583893,2025-04-08 17:27:35,17343,309,613,947136,6ca0b72d-ebf0-4e86-bade-58ba2ce90761
Nicodim Dobre,nicodimdobre,nicodimdobre@post.ro,4730713266827,1990-08-15,"Drumul Preda Nr. 53, Constanta, 739255",0240 344 382,9c:a6:e4:a1:9e:c5,144.65.11.176,RO51AWYH6973100360138900,2025-04-08 17:27:35,6390,950,416,1402860,eee200cb-e059-417b-85cd-954154dc8ab8
Grațian Eftimie,grațianeftimie,grațianeftimie@acasa.ro,6001128089961,2011-11-16,"Intrarea Tabacu, Motatei, 902020",0233 442 740,60:92:06:62:63:63,18.189.147.136,RO70CGAA0528888644448369,2025-04-08 17:27:35,34999,262,480,1830235,8926d647-9b0e-4217-b07a-0cc9a588dae8
Dariana Ardelean,darianaardelean,darianaardelean@141.ro,8400218248884,1965-03-03,"Aleea Atena Dinu Nr. 95 Bl. 93  Sc. 98 Ap. 976, Calafat, 320547",021 719 9132,92:8c:31:4e:e6:d0,139.188.103.24,RO50BLVB9041446781666711,2025-04-08 17:27:35,5841,304,625,734794,23f2424f-4661-47ae-b8bc-94df67df5aa4
Măriuca Pușcașu,măriucapușcașu,măriucapușcașu@gmail.com,7690811399040,1966-05-07,"Soseaua Niculiță Tudor Nr. 696, Pecica, 226234",0246 123 854,e8:31:bb:95:e8:f1,45.169.200.48,RO59PKOR0856757385103816,2025-04-08 17:27:35,26553,426,184,877885,284dd691-86fc-4c89-9e23-041e0bb67dba
